usuario	comentario
Alejandro Jose Morales Pradena	losdiesmo no son para lospastores y obispo  ay de lospastores que comol de lalala de las  ovejas
Eliu Torbellino	Tan distinto y lejano a nuestro hermano apostol Pablo, quien nos dijo, con toda autoridad y limpia conciencia (como solia escribir):\
\"Esta es mi gloria, que predicando el evangelio lo haga gratuitamente\".\
Aleluya!!\
Pues Dios, dice, no es deudor de nadie. \
Y si alguien CREE que sirve REALMENTE A DIOS, pues porque debiera preocuparse por las necesidades que preocupan o se afanan los gentiles??\
\"Todas estas cosas buscan los gentiles\", dijo Jesús. \
Asi q: \"en primer lugar busquen el Reino y SU JUSTICIA (en el reino hay justicia), y estas cosas os seran añadidas\".\
Ciegos guias de ciegos! \
Pero Dios es fiel y \"conoce al Señor a los que son suyos, y apártese de iniquidad todo aquel que invoca el nombre del Señor\".
Javier Rosales	Me da risa los evangelicos son muy cara nalga da lo mismo los millones a pero si se divorcia ahí se enojan son muy wns
Catalina Mesones Bravo	Amigos jesus jamas ubiera querido que pasara esto  pero como somos humanos cometemos muchos errores sigamos a cristo el  no enseño religion sino un metodo de vida el si es perfecto y no metamos a todos los cristianos en un mismo saco vendiciones para todos
laurencio schaaf	Atención a esta entrevista y la plata reservada del gobierno para esta iglesia . Increíble
Claudio Peres	Los diezmos no son obligatorios el hermano que quiere los da. Y jesus dice en el nuevo testamento dar como Dios ponga en el corazón
Andrés M.C.	No es la iglesia evangélica, es esa iglesia evangélica. El castigo a ese charlatán debe ser ejemplar, no como la católica que encubre las aberraciones más grandes. Que los verdaderos evangélicos demuestren que es corregir una mala situación como la de ese charlatán.
Isabel mendes	ES   MUY   ACALORADO    EL\
OVISPO   KE   COSA   CALIENTE\
LOS   CURA   CALIENTE  LOS\
EVANJELICOS  ADONDE   BAMOS\
A  LLEGAR    CON   TANTA\
CALENTURA🤣🤣🤣🤣🤣🤣
Angel Hernandez	Es una verdadera mafia que tragiverso las enseñanzas de las escrituras sujetando a la iglesia a la ley,no a la gracia del nuevo pacto,amarás a tu prójimo como a ti mismo,
Alejandro Jose Morales Pradena	perdole esa noes la iglecias evaljelica
Jose Ignacio Catalan	Humberto Lagos no hables más... viejo ridículo.,... te acuerdas de Maiden 92 ? ...  lo importante aquí es destruir todas las iglesias, son el cancer del mundo.
Ricardo Alonso	NO ES LA HIGLECIA EVANGELICA) , NO VIVEN SOLOS, SOMOS MILLONES ,
copernico	viene una nueva religion se llama satanismo iluminati  y ellos destruirán a la iglesia católica y de pasada las demás
Moises Avalos Mora	Por eso yo no creo en el pastor duran, yo creo en el profeta de peñalolen que vivia hechando cacha o en mi pastor CID. que hacia llover oro. que lastima que los dos esten preso....je je je
hector azocar santoro	El diezmo es una de las mas grandes sinvergüenzuras impuesta por satanás. \
\
El Diezmo fue instituido al pueblo de Israel como el impuesto para desarrollo como nación y bien común (nosotros pagamos un 20 % de impuestos, así que el diezmo no es una exigencia). Esto lo aprendí de los Testigos de Jehová (no soy TJ, pero me gusta la manera de razonar que tienen). \
\
Los TJ aplican 2 Corintios 9:7 (cada uno colabora con lo que su corazón le diga y no por imposición). \
\
Los Testigos de Jehova dicen que son unos frescos, los que se aprovechan de la Biblia para estrujar a sus  seguidores y enriquecerse  vergonzosamente. \
\
Los TJ acusan de pecado contra el Espiritu Santo, los que comenten estos actos que usan el nombre de Jesús para robar por conciencia a los desesperanzados y que tienen necesidad espiritual.\
\
Por eso creo que la Biblia habla de un día de ira, donde el Creador hará justicia y nadie se librara o podrá alegar inocencia.\
\
Estamos en un periodo de observación, donde todos nuestros actos están siendo grabados para bien o para mal, respecto al juicio que el Juez Justo, dictara teniendo todas las pruebas, sin testigos falsos.
guillermo osses	Mentira, la señora Bachelet. Estaba en contra de la libertad de culto...y aún está en contra. Y es un derecho humano el tener y practicar la fé....
impusojoven madriddelicias	Por mi que se fueran todos los católicos al infierno se lo merecen por hocicones e hipocritas
impusojoven madriddelicias	Jajajaja .me da risa los comentarios seamos sinceros si a todos nos gusta la plata y tamos todos envidiosos y de fijan solo en plata plata y plata por qué a todos les importa eso y todos andamos hambriados por plata .están todos envidiosos x que todos quieren tener lo que el tiene
Ivan Augsburger	Lo pero que engañan a los evangélico que son personas nobles e inocentes.....
Rodrigo Vasquez	PARA INFORMACIÓN DE TODOS LOS QUE HABLAN IGNORANDO LA PROFUNDIDAD DE LOS HECHOS , LA IGLESIA EVANGÉLICA FUE INFILTRADA HACE MUCHOS AÑOS POR LA GRAN RAMERA CATÓLICA ROMANA , PARA DESPRESTIGIAR A NUESTRA IGLESIA POR EL EXODO MASIVO DE FIELES CATOLICOS A LA IGLESIA VERDADERA , POR ESO USTEDES VEN PERMANENTEMENTE A LIDERES \"EVANGÉLICOS\" METIDOS EN ESCANDALOS Y DANDO MAL TESTIMÓNIO PORQUE ES LA UNICA MANERA DE CONTRARESTAR SU DECADENCIA A CAUSA DE LA PEDOFILIA PRACTICADA POR SUS FALSOS SACERDOTES QUE POR LO DEMÁS ! NO SON BIBLICOS !!!\
JESUCRISTO ABOLIÓ ESOS TIPOS DE SACERDOCIOS ( lean Hebreos 7 ) \
POR LO TANTO TODO LO QUE SE PRACTICA EN LA IGLESIA CATÓLICA ES FALSO !\
EL ROSARIO ! \
NO ESTÁ EN LA BIBLIA .\
EL AGUA BENDITA !\
GREGORIANA \
BAUTISMAL\
O COMUN !\
NO ESTÁ EN LA BIBLIA .\
CONFESAR PECADOS A OTRO SER HUMANO !\
NO ESTÁ EN LA BIBLIA.\
EL PAPADO!\
NO ESTÁ EN LA BIBLIA.\
EL LIMBO !\
NO ESTÁ EN LA BIBLIA .\
Y ASÍ !\
TODO LO QUE PRACTICAN ES FALSO.
Sergio Vargas	Dios nos libre de los creyentes en dios.
carmen vasquez gonzalez	\" No puede existir un pastor rico y ovejas pobres. \"   \" No puede haber un pastor satisfecho\
\" y ovejas hambrientas eso significa que no aman a sus ovejas. \"\
\"  Si todos los pastores cristianos no son capaces de imitarme en mis ejemplos de amor\
\"  y sencillez y prefieren los honores, los títulos y las cuentas bancarias, las comodidades\
\"  y las diversiones,.QUE NO SE DIGAN CRISTIANOS,  ¡ POR  FAVOR !  \"\
NO SE PUEDE PREDICAR EL AMOR EXPRIMIENDO AL PUEBLO A DAR LO POCO QUE\
TIENE \"  Palabras de JESÚS refiriéndose  a líderes pseudo espirituales. Cumpliendo su\
promesa de hablarnos claramente (Juan 16.12 y 16.25)  desde el 18 de Septiembre de\
1981 JESÚS dicta sus últimos mensajes PARA TODA LA HUMANIDAD, CREAN EN EL\
O  NO a una chilena Mercedes Miranda para que por fin CUMPLAMOS TODOS  SU\
MANDAMIENTO DE AMOR.   (AMEN  EN  FORMA  CONSCIENTE A CADA PERSONA\
LA CONOZCA USTED O NO DICIENDO CON GRAN FUERZA INTERIOR Y EN SILENCIO\
    ¡ TE  AMO \"   NO CAMBIEN  ¡ TE AMO !  POR  NINGUNA  OTRA  PALABRA.)\
AL AMARNOS TODOS LOS UNOS A LOS OTROS terminaremos para siempre CON EL\
MUNDO DE LA MENTIRA, DE LA BARBARIE, DE LA CORRUPCIÓN  Y  DEL  EGOÍSMO,\
sin derramar una gota de sangre, sin divisiones, sin discriminar  y sin pasar a llevar a\
nadie.
Carlos Toro	Todas las religiones son unas sectas por eso que yo soy satanico
Ignacio Cardenas	tambien el  SII  el servicio de impuesto interno NO CONTROLA LA EXCEPCIÓN TRIBUTARIA  Y NO HA DADO RESPUESTA  ESTO ES LA PUNTA DE YSBER ,DE MUCHAS INSTITUCIONES QUE REBAJAN EXCEPCIÓN DE  IMPUESTO.EN CHILE          SII DEBE DAR RESPUESTA.  ES DINERO DE TODO LOS CHILENOS
Carmen Gonzalez Telles	Vejo chanta corrupto mentiroso  arrpienete
Evo Melgarejo	El problema que estos pastores chilenos se codearon con iglesias de los estados unidos , alla la fe es un negocio, unas empresas de la fe a Dios ...los obispos  predicadores y pastores gringos son millonarios y cualquiera puede comprar un cargo de pastor  en las miles de iglesias evangelicas de ese pais , y pedirle dinero a sus fieles .... la diferencia es que antes los pastores eran humildes y muy pobres en chile y ahora los politicos los usan para  sus campañas politicas y obtener votos.......😎😎😎😎😎
yoyato	Hemanos evangelicos,NO HAY DIEZMO ojo la biblia dice\" cada uno propuso como de en su corazón\",lo otro esta en el antigüo testamento,ley Mozaica.pero a los Huevones hay que dejarlos, ojalá no vuelen para que no se  haga de noche siéndo  de día
carlos toro	Me parece que en este caso, el Obispo duran está adquiriendo bienes incorporándolos a su patrimonio personal, con dineros provenientes de la Iglesia Pentecostal;  que exceden su sueldo. Debe renunciar a su cargo para tranquilizar las aguas.
germanico	viejos  manipuladores  solo  le  interesa el  dinero.... la  fe   para  ellos  es  una  cosa  secundaria...........no  hay  duda....
Fabian sanchez espinosa	Sr. Periodista, es la Iglesia Metodista Pentecostal de Chile..no mezcle las Iglesias.
Erickson Arellano	LOS DIEZMOS son del SEÑOR y no del hombre cualquiera sea este,si un hermano quisiera ayudar ,donar o dar una ofrenda especial a un pastor AMEN..Pero eso está sujeto a lo que cada miembro sienta de parte del señor los estatutos están muy mal redactados en favor de los directorios y AUTORIDAD máxima ( CONFERFNCIA) esa es la autoridad no un OBISPO, obispo es el título EDPIRITUAL DE UN LIDER  DE VARIAS IGLESIAS.AQUI RN CHILE SE LES IDOLATRA MUCHO  ESO ES UN PECADO MUY PREVARICADO EN CHILE....DEBIERA CREARCE UN CONSRJO Y GRUPI DE REVISORES ESTATUTARIOS RRLIGIOSOS DE UN DEPARTAMENTO EVANGÉLICO, ADFMAS DE INSPFCTORES MINISTROS EVANGELICOS DEL GOBIERNO COMO PERTENECIENTES AL MINISTERIO DE JUSTICIA CON  ARISTAS DE INFORME Z LOS MINISTERIOS DE ECONIMIA Y A LA CONTRSLORIA.ESO ES TRANSPARENCIA Y EVITAMOS EL ENRIQUEDIMIENTO DE MUCHOS SEUDO PASTORES CAMIONETAS Y AUTOS DE 25 A 100MILLONES Y CASAS ESTRABAGANTES.....JESUCRISTO NO TENIA NI SIQUIERA DONDE RECOSTAR SU CABEZA Y AUN SIENDO DIOS NO SE ENVANECIO Y UDUFRUCTUO DE SU CALUDAD Y POCISION. JESUS DIOS RESUCITADO ES FIEL Y HUMILDE LA GLORIA SIEMPRE SERA PARA EL.
