usuario	comentario
Nicholas Zajaropulos	Este doctor es excelente, centrado, equilibrado, honesto etc., cualidades que escasean lamentablemente en muchos que están a cargo de actividades importantes en nuestro país.\
Felicitaciones doctor.
leonel alvarez	A robar a robar que el mundo se va acabar politicos, empresarios, lideres cristianos , fuerzas armada chuuuuu Dios nos libre de estos abarientos y mafiosos
Elsa andrea Quidel muños	El amor al dinero es la raíz de todos los males
leonel alvarez	Señor Duran ud no cree en Dios solo le interesa el dinero y buscaba la oportunidad hace muchos años
Karlos De La Oz	Gálatas 6: 7\
 No os engañéis; Dios no puede ser burlado: pues todo lo que el hombre sembrare, eso también segará.
Yanko Castillo	ademas de guiña....el obispo Durán salió caliente....misch
Mariela Garcia	BIEN X LA ACLARACION NO SON TODAS NO HAY RECASAMIENTO NI SEVENDE EL EVANGELIO
osvaldo simon bruna rojas	Muy bien la aclaración de parte del expositor experto.
Pedro Valenzuela	ojo que el problema no lo tiene la Iglesia Evangelica....lo tiene Duran y SU administracion nefasta....OJO
DUKE	Interesante diagnóstico del expositor,\
Pero hay que advertir que los hermanos evangélicos han crecido y mantenido fiel a ser testigos de la Palabra entre los más pobres. Es digno y noble de destacar
Cristian Fuentes Mardones	Periodistas desinformándo a la audiencia!   Prepárense un poco más antes de hacer su trabajo, hoy la información está accesible para todos.  Por suerte entrevistan a alguien informado.
victor jesus rojas gamboa	A duran debieran mandarlo a leer las escrituras nuevamente, esencialmente la primera épistola de timoteo
Maricel Vargas	Humberto Lagos ,un caballero coherente , equilibrado , cada ves que le escucho solo aumenta mi saber .
Claudio Peres	Hay se metio el diablo. A la catedral evangélica.
Pablo Tarso	¡¡¡ Dios NO puede ser burlado, ni su Palabra quebrantada. !!!\
\
\
\
1Ti.6.3. \"Si alguno enseña otra cosa, y no se conforma a las sanas palabras de\
\
nuestro Señor Jesucristo, y a la doctrina que es conforme a la piedad,\
\
1Ti.6.4. está envanecido, nada sabe, y delira acerca de cuestiones y contiendas de\
\
palabras, de las cuales nacen envidias, pleitos, blasfemias, malas\
\
sospechas,\
\
1Ti.6.5. disputas necias de hombres corruptos de entendimiento y privados de la\
\
verdad, que toman la piedad como fuente de ganancia; apártate de los\
\
tales.\
\
1Ti.6.6. Pero gran ganancia es la piedad acompañada de contentamiento;\
\
1Ti.6.7. porque nada hemos traído a este mundo, y sin duda nada podremos sacar.\
\
1Ti.6.8. Así que, teniendo sustento y abrigo, estemos contentos con esto.\
\
1Ti.6.9. Porque los que quieren enriquecerse caen en tentación y lazo, y en\
\
muchas codicias necias y dañosas, que hunden a los hombres en\
\
destrucción y perdición;\
\
1Ti.6.10. porque raíz de todos los males es el amor al dinero, el cual codiciando\
\
algunos, se extraviaron de la fe, y fueron traspasados de muchos dolores.\
\
1Ti.6.11. Mas tú, oh hombre de Dios, huye de estas cosas, y sigue la justicia, la\
\
piedad, la fe, el amor, la paciencia, la mansedumbre.\"\
\
\
\
1Ti.3.1. \"Palabra fiel: Si alguno anhela obispado, buena obra desea.\
\
1Ti.3.2. Pero es necesario que el obispo sea irreprensible, marido de una sola\
\
mujer, sobrio, prudente, decoroso, hospedador, apto para enseñar;\
\
1Ti.3.3. no dado al vino, no pendenciero, no codicioso de ganancias deshonestas,\
\
sino amable, apacible, no avaro;\
\
1Ti.3.4. que gobierne bien su casa, que tenga a sus hijos en sujeción con toda\
\
honestidad\
\
1Ti.3.5. (pues el que no sabe gobernar su propia casa, ¿cómo cuidará de la iglesia\
\
de Dios?);\
\
1Ti.3.6. no un neófito, no sea que envaneciéndose caiga en la condenación del\
\
diablo.\
\
1Ti.3.7. También es necesario que tenga buen testimonio de los de afuera, para\
\
que no caiga en descrédito y en lazo del diablo.\"\
\
\
\
¡¡¡ MARANATHAAA .......... CRISTO VIENEEE .......... ALELUYAAA .......... AMENNN !!!
Ate Cra	Excelente entrevistado, muy objetivo
Jean Naej	Muy buena aclara ion hizo el entrevistado ,aprendan
Simón Abdala Meneses	Jamás pensé que diría esto: \"muy bien Lagos\".
neketech	Esa es la razon por la cual el tedeum deberia hacerse en otra iglesia evangelica
Erwin Redimi2	Este mismo abuso lo están haciendo todos los autonombrados apóstoles en todo chile. Investiguen en Iquique, Antofagasta, concepcion, etc. El problema es que no enseñan la escrituras y abusan como lo hizo Duran.
Alejandra Andrea Guerrero Guajardo	Se pasó , que señor más preparado excelente explicación.
Miguel Quiniao	Ya no se puede confiar en nadie.
Cristionur fiu	El deseo de Hoover no fue este \
un grupo de pastores chilenos quiso un pastor que fuera chileno a la cabeza y no un pastor gringo...\
El amor al dinero es la raíz de todos los males\
\
\
\
\
El amor
Johan Siegfried Bürk Gutiérrez	Seco el Doc ! Un 7
Gonzalo Muñoz	Excelente este siervo clarito para explicar el caso.
Johanna Adam Fernández	Archivergüenza me da este tema.
Norma Fuentes	creo que todo pesa el aserse rico acosta de los hermanos  deja a todos mal
Cárlóß Barahóna Tóledo	Que poco natural el periodista!!!
maría graciela colillán quilaquir	Es corta la\
 Respuesta Tiene que renunciar a todo cargo dentro de la iglesia.Y luego arrepentirse de todo sus pecados.
laurencio schaaf	El gobierno tiene 5 mil millones reservados para esta iglesia . Que vergüenza .
Drum 4Fun	No soy evangelico, pero me imagíno que los verdaderos Cristianos de esa fé estarán perplejos y muy desilucionados. Hay gente buena y mala en todos lados, lo que molesta es que el mundo resalta y glorifica lo malo, y lo bueno que se hace nadie lo toma en cuenta.
Jorge Araneda	Y otra cosa no solo es el adulterio de don Eduardo Durán, sino lo avaro, y otras cosas que la palabra de DIOS exige de un obispo
Marcus Seid	Renunciará PINPON?
ancan2121	Un excelente análisis
luis riquelme muñoz	En vez de tomar la opinión que es válida de un doctor en sociología deber an tener allí a un abogado o experto en el temas de delitos financieros y evasión de impuestos
linda nueva	Cuál iglesia? Jesucristo no dejó ninguna iglesia. Lo demás es pura estafa.
Herbet Jaque	Pero por qué pusieron a Pinpon de obispo??
germanico	SE ACABARAN LAS  PIEDRAS  PERO  LOS  GILES   NO  ...LE  SEGUIRAN  DANDO  PLATA  ..AL  QUE VENGA... NO  HAY  CASO.......
roberto elias sepulveda ocares	LOS FRAUDECOSTALES  !!!
oscar franzini	VIEJO HUEVON CALIENTE, Y BUENO PARA LA RAPIÑA, Y EL HIJO IDEM.
Tatiana Sanchez	El evangelio poder potencia de Dios
Luis Zaldivar	Obispo Duran...hable con Dios para fulminar a todos sus detractores....jajajajaja
Alfonso Geoffroy	Hay que socorrida la frase: Dios me puso aquí...este Duran es heredero de Javier Vasquez el iniciador de la  corrupcion junto a su familia sobre todo Jorge Vasquez que se hizo una iglesia propia en Maipu a un costo de 10 millones de dolares...Duran era el tesorero de Javier Vasquez ahi aprendio a robar ...buena dupla
Carmen María Gómez González	Un Zaqueo sin encuentro con Jesus del pueblo!
Maria Hidalgo	La mejor decisión de TVN es poner un periodista como este en la conducción es muy claro
Antonio Jarufe	Care raja , sinvervenza y ladron como el 99% de estos llamados pastores , rabinos, sasersotes son todos unos HDP
María Verónica Millapi Cea	Así como están las iglesias corruptas igualmente está la sociedad
Alfonso Geoffroy	El problema aunque sea duro en lo que diré: es la ignorancia del mundo evangélico en pleno  o tienen idea en leer la Biblia y ser capaces de comprenderla, cualquiera les mete el dedo en la boca
Margarita Urzúa	Viego califa ni se la puede vaa tener que tomar Viagra  para. Tantas.mujeresjaja. Bueno plata   le sobra. Para.  Co.mprar
Maritza Cortez Navea	12
Ignacio Cardenas	qu dice   SII   o se mantine  enficaz  en excpcion de impuesto ,  es la punta del ysber   con instituciones que se aprovechan ,
violeta lagos	Hay que cobrar los lugares de las iglesias.
Juan P	Ser creyente no quita lo caliente
Negan Crowley	Un capo el señor Duran, me gustaría ser como él jajajaj. Pondré una iglesia canuta y cobraré el diezmo, está el chancho tirao
Alfredo Muñoz	Que clarito profesor Humberto largos excelente
Carlos Gomez	La crisis de la iglesia metodista pentecostal
sergio perez	Este viejo maldito se casara con maría magdalena y judas será su testigo
Cecilia Lastra	Y QUE DEVUELVA TODO EL DINERO!!HAY TANTAS PERSONAS A QUIEN AYUDAR EN SU MISMA IGLESIA.
Juan Araya	Todos vamos a pagar lo que asemos unos más unos menos pero se paga ojo
marco manrriquez	Este (pastor) y su iglesia, es una pekeňa ramera que gobierna con babilonia la grande, solo vean la construcción del templo y los actos delos ( pastores hay)
Luz Queda	Evangélica?? O la unción católica!!!
amador Ocampo San Cristobal	Tedeun, en latin, significa \"te damos\" y qué danos a DIOS?  naturalmente, Gracias. Por lo tanto son la misma cosa. Católicos y protestantes damos gracias, solo que estos últimos no usan el latin.
Jose Francisco	Legalmente un pastor puede comprar a su nombre en lugar de la organización que representa ..?
Moises Fernandez	Pinochet es evangelico !
Sebastian Gonzalez	Humberto Lagos, llevo la voz cantante para que Maiden no entrara a Chile por \"Satánicos\"
TrollinTrolled666	Si yo fuera canuto, no le daría un duro a estos pastores. Si quieren dinero, que trabajen como todos sus fieles.
Miguel Angel Ortiz Pinilla	El pastor Durán nunca fue obispo
Jean carlo navatro	Salio culion el obispo
palabra viva !!!	La iglesia  de Cristo no esta en crisis es la metodista que tiene su problema no todos . Ojo con eso . A nosotros nunka nos reoresento!!! .
Ruth Shalom4	Y siguen con este tema. Cuantos políticos lo hacen?  Averigüen y hagan seguimiento.
Daniel Faúndez	Esta tónica ,es bien fácil de ver ,se da en la mayoría de las iglesias evangélicas , todos los pastores tienen cuentas corrientes con millones de pesos además de propiedades . Juegan con la fe de las personas
Ricardo Venegas	ese viejo duran tiene un Espíritu Engañador.
Sonia Aguilar	Ese  pastor Duran  es idéntico  a PEPE ANTÁRTICO JAJAJAJ
gloria valdebenito	Bien dicho..no es la Iglesia evangelica.....estan equivocados...es una parte de la Iglesia pentecostal...
Samuel Ortiz	\"  Quienes  creen  que  el  DINERO   lo  hace  TODO ,  terminan   haciendo   todo   por   DINERO  \"     Voltaire
Moises Fernandez	Los diezmos son voluntarios y no robo de impuestos como hizo Bachele
Amelia Calderon	Saquen a este tipo Duran....necesitamos gente honesta...no sin vergüenzas..... cuantos miles ha aprovechado....la única forma de evitar que otros hagan lo mismo es no dar su dinero a estos parasitos que no le trabajan un dia a nadie....Que hagan una campaña para que la gente abran sus ojos ...den! pero den al pobre ., al necesitado....al que no tiene...al que sufre de hambre.....Mi madre en Chile va a una iglesia evangélica....ella es viuda....y co que sacrificio tb da este diezmo...que es una cadena....que al final llega a manos de este viejo sin escrúpulos .Me indigna esta noticia.....
impusojoven madriddelicias	Dinero queremos todos pero nadie dise peco ante Dios que es lo más importante solo se asustan por la plata como si el fuera millonario
Carmen Montenegro	Arrepientas y su hijo no olvide k tiene nietos se retiran de ellos Ud es ladrón adulterio k testimonio tiene uf k vergüenza.
violeta lagos	Ese personaje es un Corruptos,  o\
Son todas las religiones derivados. De católicas Corruptos
Aida santander verdugo	los estafados , merecido lo tienen por no estudiar los libros codificados\
\
🌺\"Ten presente que los Espíritus buenos sólo asisten a quienes sirven a Dios con humildad y desinterés, mientras que repudian a los que buscan en la senda del Cielo un escalón para las cosas de la Tierra. Los Espíritus buenos se apartan de los orgullosos tanto como de los ambiciosos. El orgullo y la ambición siempre constituirán una barrera entre el hombre y Dios: son un velo que empaña las claridades celestiales, y Dios no puede servirse del ciego para\
que se comprenda la luz\".. 🌺
maría graciela colillán quilaquir	La palabra de Dios se  tranza ni se vende así que no se sientan mal cuando le dicen la verdad.
yas 21	Insisten en meter a todos en la misma bolsa es lo mismo que decir que el hermano del presidente es corrupto solo por el hecho de ser familia.\
Suena hasta discriminativo.
Angel clemente Sarmiento zurita	Zzz
alonso rivas	La    pelicula  el    padrino ,  pero  en  la  realidad  ;   el  obispo  Duran   seria   Don  Corleone .
Alfonso Gonzalez	Un intelectual el doctor ,bien informado y aclarando a los dos periodista ...
Angel Hernandez	Lo exigen drásticamente sino llueven las maldiciones,no tienen un criterio de piedad
luzmira almonacid low	J
Angel Hernandez	Hacen lo que quieren y exigen lo ellos no hacen hipocresía de alto nivel
Sonia Cartes	Que pena que pena se me. Cae la cara de vergüenza  que le Eterno tenga compasión de estos cara de palo
Carlos Gomez	Dios traera a juicio a los hombres, para avergonzar la carne
Jorge Araneda	La verdad hay algunos líderes vendidos a la política dentro del mundo evangélico, pero no representan a los verdaderos cristianos evangelicos, lo que se puede resaltar de lo que dijo don Humberto es que no pueden hablar de los evangelicos, sino de una denominación en particular,
carlos antonio tejero aviles	El libro de Malaquías, comienza dirigiéndose al pueblo de Israel.Ellos debían diezmar y no era dinero.\
Sobre las otras naciones, la biblia no dice nada acerca de diezmar.\
En el nuevo testamento, no se ve a Jesús diezmando.\
El apostol Pablo trabajaba haciendo tiendas, para no ser graboso a nadie, según decía.\
El diezmo hoy, es exigido por seudopastores sinverguenzas, cuyo único fin es enriquecerse a costa de sus ovejas y cuyo corazon solo está lleno de la raiz de todos los males, el amor al dinero.
Freddy Ortiz	Especifique por favor,  es la Iglesia Metodista Pentecostal.
javier leyton	Al final todo es  lucas.... nadie se salva...ni nadie es inmune a las lucas...
Luis Zaldivar	Dieron 70 millones a Ivan Moreira...
Jorge Fernando Albornoz Díaz	Sr. Lagos, el asunto del dinero también es cuestión ético, y hace harto ruido.
JF RV	3000 poh wn... y cada una tiene la razón
Titi®	No es \"la iglesia evangélica\",como dice este periodista.\
Es sólo un sector pequeño,así que no generalicen e infórmense antes de hablar de esta noticia.\
Sepan que está conducta no es la realidad de los evangélicos de Chile.\
El obispo Durán es un ladrón, mentiroso y adúltero, según la doctrina que indica la Biblia, que él eligió representar de alguna forma en Jotabeche.
Claudia Medell	Yo opino que le quiten todo el dinero al mafioso de Eduardo Durán y lo donen a todas las compañías de bomberos de Chile que bastante lo necesitan,mis respetos para ellos, mendigando una moneda con frío,con calor para comprar sus implementos y este viejo codicioso gastando a manos llenas lo ajeno 😎
Eduardo Lagunas Elgueta	Humberto Lagos fue el co responsable de que Iron Maiden no pudiera ingresar a Chile por satánicos, que vergüenza. Él aconsejó al gobierno de Aylwin de ello.  Que mediocre
Charles Russell	Los Pastores deberían formar Un Comité Judicial de 5 miembros permanentes mediante votación popular y mediante ese Instrumento impedir que las Iglesias sean pervertidas por los falsos pastores.
virginia Song	Ningun hombre es fiel!!ni los curas! Lo digo con base!!el hermano de mi abuela,era cura,y colgo la sotana,para casarse!!y tuvo 12 hijos.y todos somos codisiosos!!y este vuejo vio la oportunidad! Y la codicia  le gano!!y se cree lindo y poderoso!!e iresistible! Y no sabe que las amantes que tiene,solo le sacan plata!!porque el viejo es asqueroso!!!wakala!!🤮🤮🤮😡😡
impusojoven madriddelicias	Que alguien que no le guste el dinero tire la primera piedra .jajaja nadie puede porque a todos les gusta la plata
The Beatles	Todo ese dinero que tiene ese tipo ,que se dice llamar Pastor.se debería dejar para lo que dice la biblia \
Ayudar a los huérfanos y viudas  de la iglesia que no tienen recursos .\
Para ayudar a los pobres!!...\
Pero lo claro es que el dinero No es de El\
\
Ahora vemos que el Dios del pastorcito es el mismo de la Bachelet el Dinero.
Ramon Cardoza	No tengo educación . No termine la enseñanza básica. Me propongo como obispo . Puedo mentir ,robar, ser sin vergüenza y no le rindo a nadie . Creo y estoy seguro que seria un buen obispo . Pongo mi ignorancia al servicio de los evangélicos mediocres y tibios . Dejen de bailar , hacer mala música , vivir como el mundo y vuelvan a la sana doctrina para que tengan sabiduría y puedan cortar los yugos que los exclavisan a estos hombres que no tienen nada de seguidores de nuestro señor Jesucristo. Verdadero amo y señor de nuestras vidas . Y que vendrá pronto en el día grande de su manifestación . Amen
Enoc monsalve parra	No lo conozco pero se nota que es experto en el tema ,no sesgado ,muy imparcial ,que aquellos líderes de esa denominación son ladrones si,que han cometido falta ético moral si,que no aplican modelo bíblico si,pero es la generalidad de las iglesias protestantes históricas como luteranas ,anglicanas ,reformada del cual soy parte y nos avergüenza lo que realizan las iglesias pentecostales,por falta de rigor educacional bíblico ,nosotros como iglesia reformada estamos pendientes de los que no tienen trabajo ,inmigrantes ,además de la contención espiritual ,visita a carceles,hospitales etc ,pero es bueno que esto suceda para que se norme y se reformen en función de que sean aporte a la sociedad en ciudadanos de bien .
Monica Sepulveda	Bueno ahora se está destapando la olla.y q dicen del Papa q vive en un lugar envuelto en oro????? Hay q puro habrir los ojos.ese señor también debiera ser despojado de tantas riquezas si dicen estar reemplazando al Sr Jesús acá en la tierra.el no estuvo rodeado de lujos ni siquiera nació con lujos o sea su ejemplo fue de humildad.
Jesus Alan Hernandez Rostro	Me sorprende como el noticiero allá en chile le toman más importancia a las iglesias cristianas evangélicas, acá en México la única que vale, la única que importa, la única oficial es la iglesia católica, de ahí para allá todas son solo protestantes, clandestinas, según el gobierno.
Cristián G Malebrán	‘4:00  El señor Lagos se equivoca en un punto. El acto (divorcio y nuevo matrimonio) dice que no es aceptado por tradición por las iglesias pentecostales. Pero no es aceptado bíblicamente por Dios, y el apóstol Pablo lo menciona. Y es un requisito ser esposo de una sola mujer para tener el cargo que el apóstol menciona en la carta que envío a Timoteo, y este requisito es válido para ser pastor, anciano o diácono, o cualquier cargo ministerial (cargo de servicio) en la iglesia.  Quiero aclarar que al decir que Humberto Lagos se equivoca, no quiero decir que es un mentiroso o ignorante . Este señor es una persona muy respetada y con mucha inteligencia y sabiduría.
Moises Fernandez	Lagos Izcariotes , judas como te pagan la izquierda marxista enemiga de Dios !!!
